lon,lat
149.9669441,-34.29628213
150.0447557,-34.31772633
149.9251172,-33.54297282
149.9251172,-33.54297282
148.4350804,-36.4454669
150.9548623,-32.70660032
152.3101641,-29.49009019
150.1568709,-33.57638114
150.1390821,-34.19969933
144.97,-37.62
144.43,-37.94
144.79,-37.64
144.56,-37.7
144.74,-37.61
144.47,-37.92
145.25,-37.95
144.69,-37.82
144.74,-37.61
144.86,-37.65
144.28,-37.87
144.74,-37.46
144.59,-37.82
145.02,-37.82
144.59,-37.57
145.05,-37.65
145.04,-37.69
145.04,-37.7
145.04,-37.72
145.1,-37.62
144.95,-37.53
144.89,-37.45
145.04,-37.69
144.97,-37.67
147.88,-36.14
144.46,-37.53
144.95,-37.59
145.09,-37.68
145.5,-36.91
145.1,-37.61
145.1,-37.61
147.57,-37.1
148.31,-37.06
146.96,-36.26
143.05,-37.81
143.14,-37.56
143.08,-37.72
143.06,-37.8
146.95,-36.2
148.32,-37.05
147.15,-36.78
144.32,-36.97
144.99,-37.5
146.95,-36.2
146.95,-36.2
146.95,-36.2
146.95,-36.2
151.4569402,-28.93535679
151.8070278,-28.63672222
151.8483333,-28.69694444
151.4569402,-28.93452346
152.3660634,-28.06362194
152.3760823,-28.05257394
151.984404,-26.1261922
148.965,-35.319
148.964,-35.315
149.291,-35.456
149.087,-35.381
148.962,-35.748
149.051,-35.368
148.965,-35.317
149.174,-35.278
149.037,-35.36
149.04,-35.29
148.942,-35.327
149.162,-35.212
152.3,-28.3
148.907436,-35.464104
148.907436,-35.464104
150.3106402,-33.65374867
150.2899172,-33.66140977
151.2657255,-32.23957404
150.2654802,-35.34927214
151.9539497,-30.97058679
149.3474527,-35.42598241
138.76895,-34.8896
138.81804,-34.83175
138.68345,-34.97319
138.71612,-35.08707
138.7749,-34.90349
151.5963842,-30.42946705
150.3772998,-34.95153178
151.2900877,-33.54899241
150.3816761,-35.05427067
149.3344991,-32.99845599
150.817801,-34.35680991
149.2167447,-36.37167726
150.1820388,-33.24114078
150.2176049,-33.29762338
150.9324398,-29.91415715
150.0024041,-34.68880897
151.2910785,-33.030362
149.3491061,-36.45531149
149.3491061,-36.45531149
150.9357045,-33.29723353
151.1576777,-33.65971943
148.6173243,-36.42622403
150.5688746,-32.26686249
148.6182711,-36.66982763
150.5661611,-33.61912184
151.1006032,-34.15274534
151.1428837,-33.63344036
152.3146892,-29.54723198
152.0609527,-28.85255965
150.7725463,-34.44284391
151.1596442,-33.16205382
150.079116,-30.2191477
151.3288065,-33.5797316
151.3288065,-33.5797316
151.3288065,-33.5797316
148.6841417,-35.62367816
149.9178369,-33.54843609
149.4011772,-33.44843935
149.351525,-35.117522
152.3146892,-29.54723198
152.3146892,-29.54723198
151.1366753,-33.69917283
152.2822992,-29.45681234
151.8933411,-30.03980609
150.307615,-33.68163091
150.34843,-33.65186067
152.3128448,-29.51473299
152.4896189,-28.61386848
149.9487727,-33.52183924
149.2141931,-36.92656543
148.6059325,-36.34413316
149.9935067,-33.95884334
150.0703345,-33.89796167
150.0565712,-33.97086619
151.0511507,-33.19842346
148.5786291,-36.37154018
149.737464,-33.49858286
151.1840066,-33.54883398
151.0238484,-34.00535354
151.022787,-34.00443479
151.0708848,-32.77647564
150.2034402,-32.4628734
147.4963165,-35.85622505
150.8368793,-34.16269789
147.5074948,-35.8724073
144.96,-37.57
144.79,-37.61
145.07,-37.62
144.04,-37.09
147.22,-36.22
147.62,-36.3
147.59,-36.24
147.54,-36.12
147.9,-36.04
147.47,-36.09
146.95,-36.2
149.8561503,-33.7041518
148.8090039,-33.0829329
150.7269513,-29.24416594
149.3345084,-33.68177476
149.9251172,-33.54297282
144.46,-37.98
144.53,-37.95
144.97,-37.65
144.43,-37.85
144.79,-37.64
144.36,-37.66
147.35,-36.19
147.45,-36.1
147.17,-36.12
147.35,-36.17
147.35,-36.19
147.27,-36.14
146.95,-36.2
144.44,-37.9
146.95,-36.2
153.284126,-28.315204
150.2085642,-32.83375828
153.4267003,-28.63852989
151.3288065,-33.5797316
149.7178944,-32.69207066
148.7135089,-34.46885625
148.8809209,-34.84904353
148.8809209,-34.84904353
144.57,-37.76
144.59,-37.78
144.56,-37.81
144.92,-37.67
146.08,-37.07
145.07,-37.62
145.07,-37.62
144.77,-37.58
144.95,-37.63
144.96,-37.61
144.96,-37.6
144.2,-35.98
148.32,-37.11
146.95,-36.2
146.95,-36.2
152.3472249,-27.98138897
151.6585965,-28.20590068
152.2884906,-28.02230269
152.3640448,-28.06179545
148.952,-35.292
148.953,-35.247
149.105,-35.139
149.089,-35.381
149.04,-35.36
149.038,-35.366
149.017,-35.353
149.04,-35.37
149.114,-35.336
148.98,-35.59
149.166,-35.38
148.939,-35.387
151.658333,-28.205833
150.61055,-33.8761
152.032842,-28.871434
152.032842,-28.871434
148.602646,-36.34688161
138.5861,-35.03868
150.9966483,-33.68706371
149.7772878,-35.23344209
150.4342309,-34.9649306
150.3786484,-34.94636423
150.6961384,-33.11382668
149.3535,-36.5846
151.2334977,-33.68746296
151.1551522,-33.66473474
150.8479289,-34.13331874
150.8378206,-34.17894372
148.5939833,-34.05513959
151.047743,-33.18986519
151.0318603,-33.27597902
151.196182,-29.00754069
150.8800901,-34.21304173
150.8270065,-34.16703157
151.2616919,-33.81445746
150.9858823,-34.03819884
150.7574631,-29.25451534
150.757396,-29.2594763
150.7591039,-29.2575923
150.7577693,-29.25509788
150.7545659,-29.26186471
150.7548948,-29.26141011
150.7548804,-29.25971374
150.7544348,-29.26032877
150.7541866,-29.26038775
150.7513191,-29.26071844
150.1656186,-33.36002484
151.0816087,-33.69706914
151.0816127,-33.69688886
149.3163722,-36.89030519
149.31793,-36.89061727
149.3192895,-36.89808913
150.064986,-33.98919528
150.060446,-33.96988619
150.0601992,-33.9698262
152.0644616,-28.49988675
150.3696992,-33.37496878
148.5568684,-34.95970186
150.4346577,-32.60187743
150.4661359,-32.56861186
144.97,-37.67
144.99,-37.49
144.51,-37.64
144.84,-37.74
144.84,-37.75
144.82,-37.72
145.07,-37.56
145.07,-37.56
144.99,-37.51
144.57,-37.74
145.05,-37.53
145.07,-37.61
145,-37.46
145.08,-37.56
145.63,-36.81
145.63,-36.81
144.74,-37.57
144.48,-37.9
145.09,-37.63
144.95,-37.6
145.07,-37.62
144.97,-37.67
144.14,-36.05
144.44,-37.89
147.8,-37.37
148.54,-37.03
147.95,-37.42
147.77,-37.37
146.95,-36.2
146.95,-36.2
144.75,-37.73
144.75,-37.73
146.95,-36.2
152.3466667,-27.98194444
151.9219225,-28.83395898
151.9377778,-28.83166667
151.5861111,-28.91583333
152.3691667,-28.33833333
152.3198081,-27.97402762
151.864768,-27.70554192
152.4611713,-28.26147933
151.6585965,-28.20590068
152.0452178,-28.45807907
151.88191,-28.85872
152.3285628,-28.33328518
151.9221975,-27.60812131
152.3594882,-27.98685584
148.947,-35.255
148.984,-35.302
149.185,-35.162
148.945,-35.448
148.935,-35.447
148.953,-35.319
149.246,-35.447
149.19,-35.23
149.155,-35.353
149.064,-35.269
149.159,-35.299
149.158,-35.299
149.076,-35.371
149.045,-35.306
149.049,-35.368
149.108,-35.322
148.97,-35.88
149.008,-35.643
148.968,-35.245
149.023,-35.62
152.328333,-28.333056
152.284141,-28.331875
152.959685,-26.836478
151.2964392,-30.79218057
151.2281774,-33.49536687
138.22253,-35.64167
138.81072,-34.84123
138.68574,-34.96963
138.70713,-34.9023
138.70634,-34.90158
151.0459714,-33.3181525
150.6293821,-32.78822963
151.9656768,-31.38948525
148.6037415,-36.34596546
149.5111547,-35.31402334
149.1664056,-36.24835862
152.1144981,-30.95617772
147.9029235,-34.7817835
147.8835216,-34.80717435
149.5601454,-33.6890068
149.7217982,-34.44619977
150.0514277,-32.96718912
149.4139205,-34.172311
151.1022428,-29.89426483
151.9410999,-31.37716814
151.8002665,-31.61449458
150.9278081,-29.49016149
151.0353,-33.98176745
151.0353,-33.98176745
150.9630102,-34.25799659
150.8124657,-34.35169276
151.4396376,-32.97242288
150.4986463,-34.91572739
152.1512186,-28.8578847
152.1534616,-28.85668883
151.2521419,-29.12829452
150.730579,-33.43412233
149.2310158,-36.88749614
149.1653321,-36.26590052
149.1629455,-35.89547272
149.5301257,-35.35108093
149.8298078,-35.23717303
151.2968085,-33.80924837
149.3253256,-36.26050591
151.0816167,-33.69670857
150.079181,-30.28979392
151.3860415,-33.52052098
150.0631897,-33.97787539
152.4659462,-28.30774184
150.9249737,-29.50222501
151.4786758,-30.50365045
151.4769175,-30.50548852
151.4770804,-30.50573403
151.1623531,-33.75682787
150.9108651,-33.53000465
152.3245106,-31.13546706
148.6852077,-35.6218602
152.2672378,-30.39074423
150.4007874,-33.86034202
150.4558683,-33.97309576
149.9251172,-33.54297282
150.2781465,-33.17373327
148.860021,-36.42021286
150.2028106,-34.08497209
150.6924315,-34.47128895
150.5335766,-32.58336287
150.4277771,-32.47909408
150.5462014,-32.58323147
150.3089565,-33.20183939
150.2153779,-32.96783562
149.9679781,-32.79807653
150.3556682,-32.91789691
150.3574557,-32.9616466
150.3713064,-32.96778168
148.9182061,-32.54812304
145.6319,-36.9033
145.7438083,-37.38863056
150.3662517,-33.72747824
146.63,-36.3
144.48,-37.93
144.48,-37.9
144.99,-37.51
145.07,-37.55
144.58,-37.57
144.98,-37.57
145,-37.46
144.78,-37.67
144.75,-37.45
146.56,-36.32
144.79,-37.63
144.8,-37.6
144.57,-37.18
144.97,-37.67
144.97,-37.67
148.31,-37.06
146.95,-36.2
144.78,-37.76
143.11,-37.76
146.68,-36.36
144.44,-37.94
147.65,-37.29
145.97,-36.78
147.75,-37.17
147.67,-37.29
146.95,-36.2
146.95,-36.2
146.95,-36.2
151.9751013,-28.83194501
151.7977617,-28.27091098
151.6116559,-28.47674533
151.3769431,-29.12396817
151.6585965,-28.20590068
152.2822222,-28.02138889
152.3038889,-27.97527778
152.367195,-28.06228404
149.016,-35.388
148.96,-35.22
148.932,-35.459
148.91,-35.46
148.932,-35.456
148.91,-35.46
149.26,-35.51
149.246,-35.414
149.261,-35.416
149.109,-35.282
149.171,-35.26
149.172,-35.262
149.117,-35.391
148.959,-35.748
149.086,-35.282
151.95,-27.566667
152.348611,-28.302778
151.29694,-32.15138
148.90503,-35.46622
148.90503,-35.46622
148.905069,-35.466184
148.4894723,-35.72451134
152.3233606,-29.48500475
150.6463985,-33.71560019
152.3613212,-29.51768211
152.3128508,-29.51383053
152.3284465,-29.49586042
152.3201999,-29.49491604
138.70138,-34.86508
138.56945,-35.16117
138.68041,-34.96366
138.68998,-34.95419
138.71322,-34.88721
151.9009003,-31.39236539
151.9006432,-31.39096479
150.7724787,-28.98056747
152.0079859,-31.06096784
147.5086082,-35.8733042
149.3533453,-36.32297819
151.3579286,-30.7505593
151.2356277,-30.83314168
151.1259942,-32.92680095
148.867425,-36.34790493
148.5908637,-36.47954916
149.7053856,-32.1896853
152.2234992,-31.1095528
152.1777572,-31.04504579
149.404194,-34.81732863
148.7267442,-34.82035131
149.4214657,-36.23439648
151.9454717,-31.39623144
151.9454717,-31.39623144
151.2973318,-31.16509802
151.0309493,-33.9808052
149.8602153,-32.16215229
149.8602153,-32.16215229
149.8384509,-32.13472688
149.8506876,-32.15097936
150.6924315,-34.47128895
150.9406649,-33.49996496
149.3457448,-35.55672118
150.6471251,-34.45266415
150.6074842,-33.08834781
147.9865459,-35.93263036
150.4986463,-34.91572739
151.0049514,-33.70117474
150.0635529,-33.97046524
151.2973318,-31.16509802
151.2973318,-31.16509802
151.2973318,-31.16509802
149.7710625,-35.41519615
151.3033796,-30.73038847
151.3519032,-30.74370753
151.2981738,-32.14981785
149.9251172,-33.54297282
150.1682627,-30.28183282
150.1673797,-30.27640249
150.552058,-32.24411025
150.5855412,-32.26114036
150.1793168,-34.28631424
150.2805952,-32.98094065
150.2787515,-32.98768064
150.2168294,-33.01050476
150.3624444,-32.86677197
147.9141602,-34.80965324
144.26,-37.92
145.1,-37.64
144.8,-37.39
144.4,-37.72
144.26,-37.82
144.42,-37.91
145.03,-37.77
144.66,-37.65
144.75,-37.74
144.63,-37.73
144.75,-37.75
145.1,-37.63
145.73,-37.37
144.13,-36.05
144.57,-37.75
144.28,-37.87
145.1,-37.62
146.69,-36.35
144.95,-37.61
146.95,-36.2
146.95,-36.2
146.95,-36.2
151.5852355,-28.91669857
152.3660634,-28.06362194
151.84125,-28.75888889
151.8509722,-28.75916667
151.9388889,-27.53583333
149.094,-35.537
148.928,-35.244
148.963,-35.319
149.263,-35.41
149.078,-35.372
149.037,-35.362
149,-36
149.138,-35.196
149.014,-35.373
150.00333,-33.12554
151.951217,-28.837794
152.0456257,-28.8470367
150.6085296,-32.41371014
138.59133,-35.60782
138.71222,-34.92326
138.71268,-34.90988
151.1349746,-33.67473881
152.4319704,-28.49178437
150.0187877,-33.11065923
148.9569564,-36.56630643
150.022148,-33.081845
149.2726822,-36.8483575
151.2754761,-33.30259502
148.8749956,-35.79772754
151.1531082,-29.83119836
151.0158038,-33.38567648
150.0987661,-32.30719921
150.094417,-30.07632203
149.9567717,-33.17485588
150.0112654,-31.69362026
151.1576166,-33.65331074
147.3212347,-35.06845145
148.8342424,-33.94483794
149.2601845,-36.81123837
151.1272768,-33.70670456
152.3284465,-29.49586042
152.3233606,-29.48500475
149.3803401,-35.42083118
149.2844645,-35.72916698
150.1474428,-34.31356498
150.1531029,-34.31838423
150.1905619,-34.31159692
150.1794904,-34.31358677
150.1820756,-34.30742642
149.4126067,-35.7627198
150.5914675,-32.17654781
150.5740336,-32.2664387
149.7137283,-33.27190684
151.0381509,-33.70813592
150.4853379,-33.6601685
150.6492786,-32.20535762
148.4848778,-34.93341841
152.3201999,-29.49491604
152.3613212,-29.51768211
151.3007485,-33.58205479
150.5866355,-32.23744417
149.3902318,-35.75415293
152.3128508,-29.51383053
151.15671,-33.62444
152.32777,-29.5
152.32221,-29.4861
151.86027,-30.53416
152.4267,-28.2261
150.08193,-30.28833
145.07,-37.62
152.2682989,-30.38804308
149.8765522,-34.23657506
145.5,-36.91
146.95,-36.2
151.291085,-33.0311377
149.72249,-33.70777
150.9739178,-29.16458341
151.1126994,-34.14334707
149.1960575,-34.0786332
150.3776926,-32.83877148
150.2253035,-32.62134535
152.2564289,-29.08564661
151.446371,-30.30325816
150.0116104,-31.69272669
150.007995,-31.73303639
149.9076176,-34.3217014
150.3404911,-30.35742233
145.09,-37.67
151.37138,-30.47249
152.5,-28.28999
152.02749,-28.64194
152.43304,-28.37804
149.9570105,-33.17207351
147.44,-36.05
150.06055,-33.98138
150.0602345,-33.97319842
150.0628263,-33.97114199
150.9340346,-33.357515
143.91,-37.89
145.75,-37.4
151.54055,-31.32193
151.10555,-30.96638
151.19499,-31.00277
150.16638,-30.28527
150.537336,-32.56585264
144.47,-37.94
144.44,-37.89
148.4894723,-35.72451134
150.6471251,-34.45266415
144.18,-38.14
151.12804,-30.90611
151.937,-27.6227
150.205489,-31.82178206
150.6370454,-33.78124038
150.5849928,-32.18001347
