species,lon,lat
Rhinella marina,134.4770458,-14.21476691
Rhinella marina,134.4770458,-14.21476691
Rhinella marina,134.4770458,-14.21476691
Rhinella marina,134.4770458,-14.21476691
Rhinella marina,134.48151,-14.2867
Rhinella marina,134.48151,-14.2867
Rhinella marina,134.48151,-14.2867
Rhinella marina,134.4830727,-14.22211885
Rhinella marina,134.4830727,-14.22211885
Rhinella marina,134.48625,-14.28985
Rhinella marina,134.48625,-14.28985
Rhinella marina,134.4916483,-14.23486101
Rhinella marina,134.4916483,-14.234861
Rhinella marina,134.4916483,-14.23486101
Rhinella marina,134.4916483,-14.23486101
Rhinella marina,134.4916483,-14.23486101
Rhinella marina,134.4916483,-14.23486101
Rhinella marina,134.4916483,-14.23486101
Rhinella marina,134.4916483,-14.23486101
Rhinella marina,134.4916483,-14.23486101
Rhinella marina,134.4916483,-14.23486101
Rhinella marina,134.4916483,-14.23486101
Rhinella marina,134.4916483,-14.23486101
Rhinella marina,134.4916483,-14.23486101
Rhinella marina,134.4916483,-14.23486101
Rhinella marina,134.4916483,-14.23486101
Rhinella marina,134.4916483,-14.23486101
Rhinella marina,134.4916483,-14.23486101
Rhinella marina,134.4916483,-14.23486101
Rhinella marina,134.4916483,-14.23486101
Rhinella marina,134.4916483,-14.23486101
Rhinella marina,134.4916483,-14.23486101
Rhinella marina,134.4916483,-14.23486101
Rhinella marina,134.4923942,-14.2977951
Rhinella marina,134.4923942,-14.29779511
Rhinella marina,134.5060588,-14.256824
Rhinella marina,134.5060588,-14.25682403
Rhinella marina,134.5060588,-14.25682403
Rhinella marina,134.5060588,-14.25682403
Rhinella marina,134.5060588,-14.25682403
Rhinella marina,134.5060588,-14.25682403
Rhinella marina,134.5060588,-14.25682403
Rhinella marina,134.5060588,-14.25682403
Rhinella marina,134.5060588,-14.25682403
Rhinella marina,134.5060588,-14.25682403
Rhinella marina,134.5060588,-14.25682403
Rhinella marina,134.5060588,-14.25682403
Rhinella marina,134.5060588,-14.25682403
Rhinella marina,134.5060588,-14.25682403
Rhinella marina,134.5060588,-14.25682403
Rhinella marina,134.5060588,-14.25682403
Rhinella marina,134.5126247,-14.2627222
Rhinella marina,134.5126247,-14.26272221
Rhinella marina,134.5126247,-14.26272221
Rhinella marina,134.5126247,-14.26272221
Rhinella marina,134.5126247,-14.26272221
Rhinella marina,134.5126247,-14.26272221
Rhinella marina,134.5126247,-14.26272221
Rhinella marina,134.5126247,-14.26272221
Rhinella marina,134.5126247,-14.26272221
Rhinella marina,134.5126247,-14.26272221
Rhinella marina,134.5126247,-14.26272221
Rhinella marina,134.5199848,-14.2657176
Rhinella marina,134.57502,-14.21223
Rhinella marina,134.57502,-14.21223
Rhinella marina,134.57502,-14.21223
Rhinella marina,134.58908,-14.21432
Rhinella marina,134.58908,-14.21432
Rhinella marina,134.58908,-14.21432
Rhinella marina,134.58908,-14.21432
Rhinella marina,134.59922,-14.21125
Rhinella marina,134.6111,-14.1849833
Rhinella marina,134.6111,-14.1849833
Rhinella marina,134.6111,-14.1849833
Rhinella marina,134.6111,-14.1849833
Rhinella marina,134.6111,-14.1849833
Rhinella marina,134.6111,-14.1849833
Rhinella marina,134.6111,-14.1849833
Rhinella marina,134.6111,-14.1849833
Rhinella marina,134.6111,-14.1849833
Rhinella marina,134.6111,-14.1849833
Rhinella marina,134.6111,-14.1849833
Rhinella marina,134.6111,-14.1849833
Rhinella marina,134.6111,-14.1849833
