species,lon,lat
Egernia cunninghami,146.0586053,-36.469808
Egernia cunninghami,148.139169,-26.68861193
Egernia cunninghami,151.6414,-29.47167
Egernia cunninghami,151.7192,-32.86639
Egernia cunninghami,152.3690232,-32.00632792
Egernia cunninghami,152.5177835,-32.27340306
Egernia cunninghami,150.062582,-35.02724528
Egernia cunninghami,151.0894444,-23.76027778
Egernia cunninghami,152.7669786,-30.7833184
Egernia cunninghami,149.3327945,-31.26498061
Egernia cunninghami,144.79,-36.75
Egernia cunninghami,152.9854513,-30.511915
Egernia cunninghami,152.9786,-26.71278
Egernia cunninghami,150.2959385,-29.84225768
Egernia cunninghami,145.07,-37.11
Egernia cunninghami,141.26,-37.67
Egernia cunninghami,153.13278,-26.79167
Egernia cunninghami,138.68697,-35.42393
Egernia cunninghami,139.25,-35.27
Egernia cunninghami,150.6707337,-34.90861205
Egernia cunninghami,145.51,-38.02
Egernia cunninghami,147.8883,-35.83528
Egernia cunninghami,145.08,-35.87
Egernia cunninghami,142.3914,-36.24694
Egernia cunninghami,150.99269,-27.13947
Egernia cunninghami,150.4833,-33.76667
Egernia cunninghami,150.5454192,-32.75989341
Egernia cunninghami,145.22,-37.74
Egernia cunninghami,145.74,-37.37
Egernia cunninghami,146.87,-37.5
Egernia cunninghami,147.56,-37.14
